StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,any.halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all.aromatic,aromatic.C,aromatic.N,aromatic.S,aromatic.O,nitrile,X1st.2nd.amine,nitro,azo,alcohol,ether.inc..ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at.least.1.ring,unfused.benzene.ring,X3.membered.ring,X4.membered.ring,X5.membered.ring,X6.membered.ring,X7.membered.ring,H.bond.donor,Acidic.hydroxyl,H.bond.acceptor
HLXRWTJXGMHOFN-XJSNKYLASA-N,"verbenalin; (4aS)-1c-beta-D-glucopyranosyloxy-7c-methyl-5-oxo-(4ar,7ac)-1,4a,5,6,7,7a-hexahydro-cyclopenta[c]pyran-4-carboxylic acid methyl ester; (4aS)-1c-beta-D-Glucopyranosyloxy-7c-methyl-5-oxo-(4ar,7ac)-1,4a,5,6,7,7a-hexahydro-cyclopenta[c]pyran-4-carbonsaeure-methylester; alpha-(beta-D-glucopyranosyloxy)-1,4aalpha,5,6,7,7aalpha-hexahydro-7alpha-methyl-5-oxocyclopenta[c]pyran-4-carboxylic acid methyl ester",[H][C@@]12[C@@H](C)CC(=O)[C@]1([H])C(=CO[C@H]2O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)OC,100 g solvent dissolves. 0.91 g Substance.,-1.735336862,C,18,305.397,388.372,182,-0.687473702,-0.712156631,-0.024682929,-0.37609,-0.404535,-0.028445,3.2423,4.5211,-0.36396,0.24337,-0.01464,0.33599,620.9788818,-5.24441,0.523608,-0.577433,0.692904,-5.24441,51,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
HUYYFHGIHVULSU-UHFFFAOYSA-N,"benzene-1,3-disulfonamide; benzene-1,3-disulfonylamide; benzene-1,3-disulphonamide; m-benzenedisulfonamide; Benzol-1,3-disulfonamid; Benzoldisulfonsaeure-(1,3)-diamid; Benzol-1,3-disulfonsaeure-diamid",NS(=O)(=O)C1=CC(=CC=C1)S(N)(=O)=O,41,-0.760630239,D,25,149.244,236.273,229,-0.200425481,-0.23413858,-0.033713099,-0.104027,-0.139439,-0.035412,2.0331,3.7181,-0.39469,0.21475,-0.04326,0.36672,400.4044495,-3.973643,-1.147503,-0.993555,2.573374,-0.678537,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1
HWVAWHHNNDOXDU-PTHRTHQKSA-N,O-isovaleryl-cholesterol; 3beta-Isovaleryloxy-cholesten-(5); Isovaleriansaeure-cholesterylester; O-Isovaleryl-cholesterin; Cholesterylisovalerat; cholest-5-en-3beta-yl isovalerate,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CC(C)C,10,-1.672818005,C,20,669.618,470.78,110,-0.307733682,-0.31700655,-0.009272868,0.359608,0.349454,-0.010154,2.4373,3.4146,-0.33865,0.29319,0.03518,0.31068,840.4675293,-1.102175,-6.791672,-0.597751,0.682942,-1.102175,88,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
HXEWMTXDBOQQKO-UHFFFAOYSA-N,"4,7-dichloroquinoline; 4,7-dichloro-quinoline; 4,7-dicholoroquinoline; 4,7-Dichloroquinoline; 4,7-dichloroquinolne; 4,7-DCQ; DCQ",ClC1=CC=C2C(Cl)=CC=NC2=C1,Solubility: 5.90829 molpercent,-0.097865989,D,26.04,160.048,198.051,86.9,0.051765141,0.046665966,-0.005099175,0.126668,0.121091,-0.005577,1.9204,2.6704,-0.3553,0.21125,-0.04676,0.32733,347.936676,0,-0.415806,-0.377572,0.211499,-0.52658,17,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
HXHWSAZORRCQMX-UHFFFAOYSA-N,Albendazole,CCCSC1=CC=C2NC(NC(=O)OC)=NC2=C1,0.83,-2.504718085,B,25,279.644,265.336,207.9,-0.074833044,-0.089839269,-0.015006225,0.116834,0.100474,-0.01636,4.16,5.7518,-0.30226,0.23895,-0.01906,0.27429,516.2880249,-0.98851,-0.438947,-0.580969,0.725199,-2.330061,33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1
HXIGUHNNGMNPTO-UHFFFAOYSA-N,"N,N'-bis-(4-dimethylamino-phenyl)-N-(3-hydroxy-decanoyl)-urea; N,N'-Bis-(4-dimethylamino-phenyl)-N-(3-hydroxy-decanoyl)-harnstoff",CCCCCCCC(O)CC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,100 g solvent dissolves. 4.10 g Substance.,-1.163185841,C,20,591.945,468.64,131,-0.194968109,-0.220097675,-0.025129566,0.309477,0.28481,-0.024667,3.9793,5.0363,-0.28378,0.26212,0.00411,0.25581,879.1980591,-1.793481,-3.325666,-0.598826,0.718653,-3.298997,74,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
HYXITZLLTYIPOF-UHFFFAOYSA-N,tanshinone IIA; tanshinone-IIA,CC1=COC2=C1C(=O)C(=O)C1=C3CCCC(C)(C)C3=CC=C21,3.56458,-1.916855674,C,20.14,306.73,294.35,206.5,-0.116636704,-0.12732227,-0.010685565,0.137687,0.125623,-0.012064,4.9447,7.1929,-0.33652,0.2033,-0.05471,0.30855,507.8838196,-1.138122,-1.85305,-0.532795,0.485753,-1.138122,40,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
HZKJLTIPRKRDQX-CCEZHUSRSA-N,N.N'-bis-(4-dimethylamino-phenyl)-N-(dodecen-(2t)-oyl)-urea; N.N'-Bis-(4-dimethylamino-phenyl)-N-(dodecen-(2t)-oyl)-harnstoff,CCCCCCCCC\C=C\C(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,100 g solvent dissolves. 7.18 g Substance.,-0.929049367,D,20,582.385,478.678,125.5,-0.101206733,-0.123554845,-0.022348112,0.427829,0.406269,-0.02156,5.1965,4.7465,-0.29391,0.24598,-0.01203,0.26594,944.510376,-1.206418,-3.906086,-0.604983,0.720098,-2.722217,77,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
HZRSNVGNWUDEFX-UHFFFAOYSA-N,pyraclostrobin; N-[2-[[1-(4-chlorophenyl)pyrazol-3-yl]oxymethyl]phenyl]-N-methoxycarbamic acid methyl ester; methyl 2-[2-({[1-(4-chlorophenyl)-1H-pyrazol-3-yl]oxy}methyl)phenyl]-2-methoxyacetate; methyl N-[2-[[1-(4-chlorophenyl)-1H-pyrazol-3-yl]oxymethyl]phenyl]-N-methoxycarbamate; N-[2-[[1-(4-chlorophenyl)pyrazol-3-yl]oxymethyl]phenyl]-N-methoxy methyl carbamate; methyl (N)-[[[1-(4-chlorobenzene)p-oxazol-3-yl]-oxy]-O-methoxy]-N-methoxycarbamate; methyl-N-(2-[1-(4-chlorophenyl)-pyrazol-3-yl]oxymethylphenyl)-(N-methoxy)carbamate,CON(C(=O)OC)C1=C(COC2=NN(C=C2)C2=CC=C(Cl)C=C2)C=CC=C1,500,0.110336443,E,20,346.489,387.823,64.5,-0.05582051,-0.072311235,-0.016490725,0.201312,0.186142,-0.01517,2.9651,3.5212,-0.3187,0.22949,-0.02852,0.29073,663.1293335,-1.591512,-0.839879,-0.558213,0.680009,-2.277437,45,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
IAIWVQXQOWNYOU-FPYGCLRLSA-N,nitrofurazone; 5-nitro-2-furaldehyde semicarbazone; Nitrofurazone; 5-nitro-2-furfurylidenesemicarbazone; nitrofural; furacin; NFZ,NC(=O)N\N=C\C1=CC=C(O1)N(=O)=O,2.415,-1.91405064,C,NA,132.647,198.138,238,-0.021549073,-0.039923704,-0.01837463,0.062666,0.041887,-0.020779,4.0824,5.6305,-0.35662,0.19615,-0.06186,0.32865,390.4464722,-1.787342,0.314462,-0.610178,0.88776,-1.839522,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
IAJJZOUCJCCJTG-UHFFFAOYSA-N,"O1,O2;O3,O4;O5,O6-tribenzylidene-talitol; O1,O2;O3,O4;O5,O6-Tribenzyliden-talit; Tri-benzyliden-Derivat von Mannit",C1OC(OC1C1OC(OC1C1COC(O1)C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,3,-2.172700209,B,17,477.069,446.5,210,-0.266313075,-0.281240175,-0.014927099,0.11451,0.0995,-0.01501,1.8185,2.4061,-0.3544,0.25879,0.00078,0.32643,680.8579712,-2.99915,-1.146375,-0.516383,0.377786,-2.99915,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
IAOCRFBMFNOPFQ-UHFFFAOYSA-N,"9,10-diphenyl-9,10-dihydro-anthracene-9,10-diyl dihydroperoxide; 9,10-Diphenyl-9,10-dihydro-anthracen-9,10-diyldihydroperoxid; 9.10-Dihydroperoxy-9.10-diphenyl-9.10-dihydro-anthracen",OOC1(C2=CC=CC=C2)C2=CC=CC=C2C(OO)(C2=CC=CC=C2)C2=C1C=CC=C2,3.5,-2.054111614,B,17,414.934,396.442,241,0.112009329,0.101117824,-0.010891505,0.422714,0.41014,-0.012574,1.9258,2.6398,-0.34893,0.23854,-0.01947,0.32096,604.8175049,-1.057319,-2.46948,-0.311072,0.303084,-1.057319,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
ICSNLGPSRYBMBD-UHFFFAOYSA-N,2-aminopyridine,NC1=NC=CC=C1,Solubility: 52.77 molpercent,0.853080619,E,24.99,134.327,94.116,57,0.048949174,0.039625684,-0.00932349,0.115853,0.106866,-0.008987,1.9854,2.7071,-0.31961,0.26472,0.00671,0.29164,259.8392334,0,-0.229641,-0.496066,0.374544,-0.985806,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
IDYZIJYBMGIQMJ-UHFFFAOYSA-N,"enoxacine; 1-Ethyl-1,4-dihydro-6-fluoro-7-(1-piperazinyl)-4-oxo-1,8-naphthyridine-3-carboxylic acid; Enoxacin; 1-ethyl-6-fluoro-1,4-dihydro-4-oxo-7-(piperazin-4-ium-1-yl)-1,8-naphthyridine-3-carboxylate; 1-ethyl-6-fluoro-1,4-dihydro-4-oxo-7-(1-piperazinyl)-1,8-naphthyridine-3-carboxylic acid; 1-ethyl-6-fluoro-1,4-dihydro-4-oxo-7-(piperazinyl)-1,8-naphthylidine-3-carboxylic acid; enorxacine",CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N1CCNCC1)C(F)=C2,3,-2.028466869,B,25,307.646,320.323,222,-0.19565796,-0.225326403,-0.029668443,0.045394,0.016738,-0.028656,7.7288,11.3294,-0.33407,0.21818,-0.03983,0.3061,519.9128418,-1.728419,0.129698,-0.623808,0.737676,-3.229449,40,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
IEDVJHCEMCRBQM-UHFFFAOYSA-N,"5-(3,4,5-trimethoxybenzyl)pyrimidine-2,4-diamine; Trimethoprim",COC1=CC(CC2=C(N)N=C(N)N=C2)=CC(OC)=C1OC,Solubility: 0.08896 molpercent,-1.920111701,C,24.8,336.321,290.322,199.6,-0.090894867,-0.117225597,-0.02633073,0.144351,0.118535,-0.025816,1.7523,2.1896,-0.31644,0.2581,9.00E-05,0.28847,538.4060669,-1.134987,-0.168828,-0.623959,0.499031,-3.258869,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
IHPPHZLFDYXMCE-IIWURLRVSA-N,3-methoxy-16.17-seco-estrapentaen-(1.3.5.7.9)-oic acid-(18)-((1R)-menthyl ester); (1S)-7-Methoxy-2t-methyl-1r-aethyl-1.2.3.4-tetrahydro-phenanthren-carbonsaeure-(2c)-((1R)-menthylester); 3-Methoxy-16.17-seco-oestrapentaen-(1.3.5.7.9)-saeure-(18)-((1R)-menthylester),CC[C@H]1C2=C(CC[C@@]1(C)C(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)C1=C(C=C2)C=C(OC)C=C1,10.4,-1.623085206,C,20,613.016,436.635,164.5,-0.256150015,-0.269751133,-0.013601118,0.260382,0.247338,-0.013044,1.1895,1.0219,-0.30532,0.24438,-0.01363,0.27735,721.3948975,-1.485497,-4.63184,-0.592802,0.608888,-1.485497,72,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
IHYJTAOFMMMOPX-LURJTMIESA-N,N-acetyl-L-valine,[H][C@](NC(C)=O)(C(C)C)C(O)=O,54.8,-0.463121583,D,25,166.13,159.185,166.25,-0.25550829,-0.270452761,-0.014944471,-0.114865,-0.131496,-0.016631,2.394,4.0964,-0.37327,0.26826,0.01025,0.3453,367.0830078,-1.715151,-0.389494,-0.632137,0.676564,-2.222625,24,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
IIACRCGMVDHOTQ-UHFFFAOYSA-N,aminosulfonic acid; amidosulphuric acid; Sulphamic acid,NS(O)(=O)=O,Solubility: 4.E-1 g/100g solvent,-1.490265876,C,NA,69.68,97.0947,205.85,-0.193853716,-0.212389809,-0.018536093,-0.182231,-0.201635,-0.019404,3.1958,4.9615,-0.41689,0.23879,-0.01922,0.38892,221.2235718,-2.684962,0,-0.940218,2.609695,-0.97212,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
IJFXRHURBJZNAO-UHFFFAOYSA-N,3-Carboxyphenol; 3-hydroxybenzoic acid,OC(=O)C1=CC=CC(O)=C1,260,0.274707345,E,23,122.553,138.123,201,-0.172059442,-0.181311156,-0.009251714,-0.098531,-0.106946,-0.008415,1.2291,1.6897,-0.35072,0.22281,-0.0352,0.32275,306.3829041,-1.567547,0.132276,-0.562083,0.649446,-1.567547,16,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
IKCLCGXPQILATA-UHFFFAOYSA-N,ortho-chlorobenzoic acid; 2-chlorobenzoic acid,OC(=O)C1=CC=CC=C1Cl,284,0.258612562,E,15,125.63,156.569,140.1,-0.114629065,-0.122978191,-0.008349125,-0.053385,-0.061009,-0.007624,3.6908,5.114,-0.36447,0.21977,-0.03824,0.3365,306.98172,-1.094157,0.094937,-0.559898,0.683564,-1.161244,15,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
IMNIMPAHZVJRPE-UHFFFAOYSA-N,"1,4-diaza-bicyclo[2.2.2]octane; 1,4-diazabicyclooctane; DABCO; triethylenediamine",C1CN2CCN1CC2,100 g solvent dissolves. 13 g Substance,-0.041083069,D,25,164.834,112.175,157.5,0.008246134,0.001107031,-0.007139103,0.147848,0.14029,-0.007558,0,0.0079,-0.31352,0.35221,0.0942,0.28555,284.2252502,0,-1.146562,-0.29986,0.145664,-0.59972,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
INNYTHHRUGCEEV-UNTZMWQOSA-N,"tripropyl-2,4,6,8,9,10-hexathia-adamantane; Tripropyl-2,4,6,8,9,10-hexathia-adamantan",CCCC12SC3S[C@](CCC)(S[C@](CCC)(S3)S1)S2,7,-1.723940947,C,NA,329.699,370.714,198.5,0.016010853,-0.003469348,-0.019480201,0.263002,0.2433,-0.019702,3.3545,3.2195,-0.32487,0.23872,-0.01929,0.2969,555.7793579,0,-3.152199,-0.472469,0.244338,-0.418344,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
IPCSVZSSVZVIGE-UHFFFAOYSA-N,1-hexadecylcarboxylic acid; Palmitic acid,CCCCCCCCCCCCCCCC(O)=O,Solubility: 2 molpercent,-0.56827648,D,24.09,377.785,256.429,62.5,-0.270878687,-0.279003988,-0.008125301,0.091357,0.082085,-0.009272,2.1399,2.6912,-0.3986,0.27835,0.02034,0.37063,642.8716431,-1.121755,-3.570984,-0.574909,0.679411,-1.121755,50,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
IQPNAANSBPBGFQ-UHFFFAOYSA-N,"2-(3,4-Dihydroxy-phenyl)-5,7-dihydroxy-chromen-4-on",OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC(O)=C(O)C=C1,Solubility: 0.156 mol-percent,-1.676181877,C,25,231.423,286.241,329,-0.312335042,-0.327872273,-0.015537231,-0.152376,-0.170173,-0.017797,4.0514,5.4768,-0.3421,0.21111,-0.0469,0.31413,478.7551575,-2.845152,0.142918,-0.662778,0.686557,-2.845152,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
ISXYVHLPQGBMLC-VOTSOKGWSA-N,N.N'-bis-(4-dimethylamino-phenyl)-N-trans-crotonoyl-urea; N.N'-Bis-(4-dimethylamino-phenyl)-N-trans-crotonoyl-harnstoff,C\C=C\C(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,100 g solvent dissolves. 1.02 g Substance.,-1.660560304,C,20,368.406,366.463,149,-0.032923443,-0.056054746,-0.023131303,0.303604,0.280867,-0.022737,3.4634,6.9614,-0.30017,0.25524,-0.00277,0.2722,696.4492798,-1.186999,-1.801322,-0.599386,0.721008,-2.701932,53,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
ITWUGZSJDMBOPH-UHFFFAOYSA-N,"6-methyl-2,3,4,9-tetrahydro-1H-carbazol-1-one; 6-methyl-1,2,3,4-tetrahydrocarbazol-1-one; 1-keto-1,2,3,4-tetrahydro-6-methylcarbazole; 6-methyl-1-oxo-1,2,3,4-tetrahydrocarbazole; 6-methyl-1-oxo-2,3,4,9-tetrahydrocarbazole; 6-methyl-2,3,4,9-tetrahydro-carbazol-1-one; 1,2,3,4-tetrahydro-6-methylcarbazol-1-one",CC1=CC=C2NC3=C(CCCC3=O)C2=C1,Solubility: 2.65 p(g/100g solution),-0.981287159,D,18.3,203.504,199.252,195.4,-0.026551334,-0.03666161,-0.010110277,0.150119,0.139005,-0.011114,3.1218,4.103,-0.31108,0.23767,-0.02034,0.28311,411.8352966,-0.582111,-1.52437,-0.582111,0.605644,-0.755355,28,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
IVDVAMTYPIOUEQ-UHFFFAOYSA-N,"3-benzoylcamphor; benzoylcamphor; 3-benzoyl-1,7,7-trimethyl-norbornan-2-one; 3-Benzoyl-1,7,7-trimethyl-norbornan-2-on; alpha-Benzoylcampher; 3-Benzoylcampher",CC1(C)C2CCC1(C)C(=O)C2C(=O)C1=CC=CC=C1,100 g solvent dissolves. 19.3 g Substance.; 3-benzoyl-d-camphor,-0.228397885,D,17,301.682,256.345,90,-0.099072286,-0.108209386,-0.0091371,0.162561,0.151628,-0.010933,2.7936,3.9284,-0.36078,0.24219,-0.01582,0.33281,468.1883545,-1.05854,-2.172251,-0.530154,0.596446,-1.05854,39,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1
IVPCDWBBGQCALV-FYWRMAATSA-N,(2-nitro-phenylimino)-phthalide; (2-Nitro-phenylimino)-phthalid; N-(2-Nitro-phenyl)-phthalisoimid,O=C1O\C(=N\C2=C(C=CC=C2)N(=O)=O)C2=CC=CC=C12,64.8,-0.616930725,D,20,220.779,268.229,163,-0.000200641,-0.016335297,-0.016134656,0.141414,0.123798,-0.017616,5.5009,7.2804,-0.36329,0.19684,-0.06117,0.33532,471.313385,-1.956058,0.047979,-0.514359,0.880707,-1.480525,28,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
IVXFOQQPPONQTB-UHFFFAOYSA-N,"apigenin triacetate; 2-(4-acetoxyphenyl)-4-oxo-4H-chromene-5,7-diyl diacetate; 4',5,7-tri-O-acetylapigenin; 5,7,4'-tri-O-acetylapigenin; 4',5,7-O-triacetylapigenin; 5,7,4'-O-triacetylapigenin; 4',5,7-triacetoxyflavone",CC(=O)OC1=CC=C(C=C1)C1=CC(=O)C2=C(OC(C)=O)C=C(OC(C)=O)C=C2O1,5,-1.899112145,C,25,333.285,396.353,183.25,-0.433347469,-0.45579566,-0.022448191,-0.189538,-0.215204,-0.025666,5.7937,7.9233,-0.34855,0.21859,-0.03942,0.32058,663.2248535,-3.915876,0.468487,-0.613644,0.774453,-3.915876,45,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
IZZVKENIUWWBHF-BUHFOSPRSA-N,N.N'-bis-(4-dimethylamino-phenyl)-N-(undecen-(2t)-oyl)-urea; N.N'-Bis-(4-dimethylamino-phenyl)-N-(undecen-(2t)-oyl)-harnstoff,CCCCCCCC\C=C\C(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,100 g solvent dissolves. 1.44 g Substance.,-1.613894727,C,20,551.293,464.651,127.5,-0.093267589,-0.114637847,-0.021370258,0.411921,0.389704,-0.022217,5.1438,5.2305,-0.29391,0.246,-0.01201,0.26594,913.7948608,-1.21044,-3.631138,-0.607265,0.721199,-2.72749,74,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
JAKVEOCMEMGHGB-YFKPBYRVSA-N,(R)-2-amino-3-(prop-2-ynylthio)propanoic acid; 2-amino-3-prop-2-ynylsulfanyl-propionic acid; S-prop-2-ynyl-L-cysteine; S-propargyl-L-cysteine; S-propargylcysteine; 2-amino-3-prop-2-ynylsulfanylpropionic acid; SPRC,[H][C@](N)(CSCC#C)C(O)=O,0.13,-3.088024262,A,25,158.571,159.209,214.25,-0.056863445,-0.071513205,-0.01464976,0.03409,0.018928,-0.015162,2.8696,2.6111,-0.32459,0.25839,0.00038,0.29662,362.6087036,-1.071314,-0.335987,-0.550091,0.573584,-1.655322,19,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
JCRIDWXIBSEOEG-UHFFFAOYSA-N,"2,6-dinitrophenol; 2,6-dinitrophenole; 2,4-dinitrophenol; 2,6-Dinitrophenol; 2,6-dinitro-phenol; 2.6-Dinitro-1-hydroxy-benzol; 2,6-dinitro phenol",OC1=C(C=CC=C1N(=O)=O)N(=O)=O,100 g solvent dissolves. 162.2 g Substance.,0.839847846,E,14,94.445,184.108,62.1,-0.045659563,-0.06037224,-0.014712677,0.020419,0.004331,-0.016088,4.5131,6.1286,-0.39428,0.17507,-0.08294,0.36631,324.2046814,-2.420309,-0.351917,-0.549108,0.908896,-0.607305,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
JDMCEGLQFSOMQH-UHFFFAOYSA-N,N-acetylnorleucine; N-acetyl-DL-Nle; N-acetyl-norleucine; N-acetyl-DL-norleucine; N-Acetyl-DL-norleucin; N-Acetyl-norleucin; N-acetyl-norleucine,CCCCC(NC(C)=O)C(O)=O,234,0.130637881,E,25,226.724,173.212,105.5,-0.262543801,-0.277010055,-0.014466254,-0.098973,-0.114719,-0.015746,2.7257,4.3146,-0.37507,0.26706,0.00905,0.3471,412.6443176,-1.706092,-0.594588,-0.631111,0.67648,-2.219072,27,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
JDSHMPZPIAZGSV-UHFFFAOYSA-N,"2,4,6-triamino-s-triazine; MELAMINE",NC1=NC(N)=NC(N)=N1,0.30269,-2.619789332,B,30,127.45,126.121,354,0.067825865,0.049352619,-0.018473246,0.136898,0.116743,-0.020155,0.0024,0.0081,-0.35299,0.27095,0.01294,0.32502,294.606781,0,1.69779,-0.706801,0.566369,-3.474251,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
JDTWZSUNGHMMJM-CAHLUQPWSA-N,"(2R,3S)-2-acetamido-3-methylpentanoic acid; N-acetyl-D-alloisoleucine; N-acetyl-D-alloisoleucine; N-Acetyl-D-alloisoleucin; N-acetyl-D(allo)-isoleucin",[H][C@](C)(CC)[C@@]([H])(NC(C)=O)C(O)=O,59,-0.467725965,D,25,198.092,173.212,154.5,-0.262692864,-0.276363859,-0.013670994,-0.099081,-0.11435,-0.015269,2.8113,4.7672,-0.3718,0.26851,0.0105,0.34383,392.0805359,-1.715853,-0.642703,-0.634153,0.673556,-2.216355,27,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
